,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Time
7057,2011-07-29,"Ohare Court, Bensenville, IL 60106, USA",CULEX RESTUANS,10.0, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5.0,10.0,1.0,
7058,2011-07-29,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS,10.0, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5.0,23.0,0.0,
7059,2011-07-29,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS,10.0, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5.0,19.0,0.0,
7060,2011-07-29,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,48.0, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925198,-87.746381,8.0,4.0,0.0,
7061,2011-07-29,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51.0, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845,-87.805059,9.0,40.0,0.0,
7062,2011-07-29,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51.0, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845,-87.805059,9.0,50.0,1.0,
7063,2011-07-29,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,51.0, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845,-87.805059,9.0,4.0,0.0,
7064,2011-07-29,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX PIPIENS/RESTUANS,82.0, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8.0,3.0,0.0,
7065,2011-07-29,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX RESTUANS,82.0, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8.0,2.0,0.0,
7066,2011-07-29,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX PIPIENS,82.0, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8.0,2.0,0.0,
7067,2011-07-29,"1700 West Addison Street, Chicago, IL 60613, USA",CULEX PIPIENS/RESTUANS,17.0, W ADDISON ST,T224,"1700  W ADDISON ST, Chicago, IL",41.947227,-87.671457,9.0,1.0,0.0,
7068,2011-07-29,"1700 West Addison Street, Chicago, IL 60613, USA",CULEX RESTUANS,17.0, W ADDISON ST,T224,"1700  W ADDISON ST, Chicago, IL",41.947227,-87.671457,9.0,1.0,0.0,
7069,2011-07-29,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,90.0, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5.0,19.0,0.0,
7070,2011-07-29,"West Garfield Boulevard, Chicago, IL, USA",CULEX RESTUANS,90.0, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5.0,21.0,0.0,
7071,2011-07-29,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS,90.0, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5.0,3.0,0.0,
7072,2011-07-29,"West Garfield Boulevard, Chicago, IL, USA",CULEX SALINARIUS,90.0, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5.0,1.0,0.0,
7073,2011-07-29,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,13.0, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9.0,50.0,0.0,
7074,2011-07-29,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,13.0, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9.0,27.0,0.0,
7075,2011-07-29,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,13.0, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9.0,4.0,0.0,
7076,2011-07-29,"3900 North Springfield Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,39.0, N SPRINGFIELD AVE,T228,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951866,-87.725057,8.0,3.0,0.0,
7077,2011-07-29,"5100 West 72nd Street, Chicago, IL 60638, USA",CULEX RESTUANS,51.0, W 72ND ST,T035,"5100  W 72ND ST, Chicago, IL",41.763733,-87.742302,8.0,2.0,0.0,
7078,2011-07-29,"1700 North Ashland Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,17.0, N ASHLAND AVE,T232,"1700  N ASHLAND AVE, Chicago, IL",41.912563,-87.668055,9.0,1.0,0.0,
7079,2011-07-29,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS/RESTUANS,42.0, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8.0,6.0,0.0,
7080,2011-07-29,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS,42.0, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8.0,1.0,0.0,
7081,2011-08-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,21.0,0.0,
7082,2011-08-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,3.0,0.0,
7083,2011-08-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25.0, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8.0,2.0,0.0,
7084,2011-08-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11.0, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8.0,11.0,0.0,
7085,2011-08-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22.0, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8.0,1.0,0.0,
7086,2011-08-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS,22.0, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8.0,1.0,0.0,
7087,2011-08-05,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17.0, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9.0,1.0,0.0,
7088,2011-08-05,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,17.0, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9.0,3.0,0.0,
7089,2011-08-05,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS/RESTUANS,89.0, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8.0,1.0,0.0,
7090,2011-08-05,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS,89.0, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8.0,2.0,0.0,
7091,2011-08-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36.0, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8.0,18.0,0.0,
7092,2011-08-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36.0, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8.0,2.0,0.0,
7093,2011-08-05,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58.0, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9.0,4.0,0.0,
7094,2011-08-05,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50.0, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9.0,16.0,0.0,
7095,2011-08-05,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX RESTUANS,50.0, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9.0,4.0,0.0,
7096,2011-08-05,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX TERRITANS,50.0, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9.0,1.0,0.0,
7097,2011-08-05,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14.0, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9.0,1.0,0.0,
7098,2011-08-05,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10.0, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5.0,4.0,0.0,
7099,2011-08-05,"South Vincennes Avenue, Chicago, IL, USA",CULEX RESTUANS,10.0, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5.0,3.0,0.0,
7100,2011-08-05,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS,10.0, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5.0,2.0,0.0,
7101,2011-08-05,"South Vincennes Avenue, Chicago, IL, USA",CULEX TERRITANS,10.0, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5.0,1.0,0.0,
7102,2011-08-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11.0, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9.0,20.0,0.0,
7103,2011-08-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11.0, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9.0,6.0,0.0,
7104,2011-08-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS,11.0, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9.0,5.0,0.0,
7105,2011-08-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42.0, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8.0,4.0,0.0,
7106,2011-08-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX TERRITANS,42.0, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8.0,1.0,0.0,
7107,2011-08-05,"Chicago, IL, USA",CULEX PIPIENS/RESTUANS,43.0, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3.0,3.0,0.0,
7108,2011-08-05,"Chicago, IL, USA",CULEX PIPIENS,43.0, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3.0,3.0,0.0,
7109,2011-08-05,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,28.0, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8.0,15.0,0.0,
7110,2011-08-05,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,28.0, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8.0,4.0,0.0,
7111,2011-08-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70.0,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8.0,26.0,0.0,
7112,2011-08-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70.0,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8.0,26.0,0.0,
7113,2011-08-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70.0,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8.0,10.0,0.0,
7114,2011-08-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,70.0,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8.0,11.0,0.0,
7115,2011-08-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35.0, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9.0,13.0,0.0,
7116,2011-08-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35.0, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9.0,2.0,0.0,
7117,2011-08-05,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37.0, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8.0,1.0,0.0,
7118,2011-08-05,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS/RESTUANS,45.0, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9.0,5.0,0.0,
7119,2011-08-05,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX RESTUANS,45.0, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9.0,1.0,0.0,
7120,2011-08-05,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS,45.0, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9.0,1.0,0.0,
7121,2011-08-05,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46.0, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8.0,30.0,0.0,
7122,2011-08-05,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46.0, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8.0,24.0,0.0,
7123,2011-08-05,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,70.0, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9.0,23.0,1.0,
7124,2011-08-05,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,70.0, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9.0,1.0,0.0,
7125,2011-08-05,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61.0, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8.0,6.0,0.0,
7126,2011-08-05,"3000 West 18th Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,30.0, W 18TH ST,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,8.0,1.0,0.0,
7127,2011-08-05,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,11.0, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9.0,5.0,0.0,
7128,2011-08-05,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,61.0, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9.0,1.0,0.0,
7129,2011-08-05,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS,61.0, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9.0,2.0,0.0,
7130,2011-08-05,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,10.0, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9.0,17.0,0.0,
7131,2011-08-05,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,10.0, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9.0,3.0,0.0,
7132,2011-08-05,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,33.0, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9.0,48.0,0.0,
7133,2011-08-05,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,33.0, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9.0,5.0,0.0,
7134,2011-08-05,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,11.0, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,8.0,19.0,0.0,
7135,2011-08-05,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,11.0, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,8.0,1.0,0.0,
7136,2011-08-05,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,11.0, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,8.0,1.0,0.0,
7137,2011-08-05,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,33.0, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,8.0,7.0,0.0,
7138,2011-08-05,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX RESTUANS,33.0, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,8.0,2.0,0.0,
7139,2011-08-05,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS,33.0, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,8.0,1.0,0.0,
7140,2011-08-05,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,35.0, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,8.0,1.0,0.0,
7141,2011-08-05,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX RESTUANS,35.0, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,8.0,1.0,0.0,
7142,2011-08-05,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,52.0, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,9.0,11.0,0.0,
7143,2011-08-05,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX RESTUANS,52.0, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,9.0,10.0,0.0,
7144,2011-08-05,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS,52.0, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,9.0,2.0,0.0,
7145,2011-08-05,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,10.0, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8.0,2.0,0.0,
7146,2011-08-05,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX RESTUANS,10.0, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8.0,1.0,0.0,
7147,2011-08-05,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,10.0, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8.0,1.0,0.0,
7148,2011-08-05,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39.0, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,9.0,4.0,0.0,
7149,2011-08-05,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,39.0, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,9.0,3.0,0.0,
7150,2011-08-05,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,64.0, S STONY ISLAND AVE,T077,"6400  S STONY ISLAND AVE, Chicago, IL",41.778748,-87.586427,8.0,2.0,0.0,
7151,2011-08-05,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,71.0, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9.0,1.0,0.0,
7152,2011-08-05,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,77.0, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9.0,7.0,0.0,
7153,2011-08-05,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX RESTUANS,77.0, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9.0,1.0,0.0,
7154,2011-08-05,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS,77.0, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9.0,1.0,0.0,
7155,2011-08-05,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,40.0, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9.0,2.0,0.0,
7156,2011-08-05,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50.0, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8.0,2.0,0.0,
7157,2011-08-05,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,50.0, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8.0,3.0,0.0,
7158,2011-08-05,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,52.0, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8.0,8.0,0.0,
7159,2011-08-05,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX RESTUANS,52.0, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8.0,2.0,0.0,
7160,2011-08-05,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS,52.0, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8.0,7.0,0.0,
7161,2011-08-05,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,63.0, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9.0,2.0,0.0,
7162,2011-08-05,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37.0, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9.0,9.0,0.0,
7163,2011-08-05,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX RESTUANS,37.0, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9.0,11.0,0.0,
7164,2011-08-05,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,1.0,0.0,
7165,2011-08-05,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10.0, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5.0,5.0,0.0,
7166,2011-08-05,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,10.0, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5.0,6.0,0.0,
7167,2011-08-05,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10.0, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5.0,5.0,0.0,
7168,2011-08-05,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13.0, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5.0,4.0,0.0,
7169,2011-08-05,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,13.0, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5.0,2.0,0.0,
7170,2011-08-05,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37.0, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8.0,1.0,0.0,
7171,2011-08-05,"3700 118th Street, Chicago, IL 60617, USA",CULEX RESTUANS,37.0, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8.0,1.0,0.0,
7172,2011-08-05,"3700 118th Street, Chicago, IL 60617, USA",CULEX TERRITANS,37.0, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8.0,1.0,0.0,
7173,2011-08-05,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24.0, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8.0,14.0,0.0,
7174,2011-08-05,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX RESTUANS,24.0, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8.0,6.0,0.0,
7175,2011-08-05,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24.0, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8.0,6.0,0.0,
7176,2011-08-05,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX SALINARIUS,24.0, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8.0,2.0,0.0,
7177,2011-08-05,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX RESTUANS,10.0, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5.0,1.0,0.0,
